Customer,Customer_Internal_ID,Frame,Item_Internal_ID,Sales_Price,Process,Step_Process,Coating,Foil_Material,Foil_Thickness,Colour,Attribute_Cost,Base_Cost
Nova Biomedical,8067,23 x 23 VectorGuard Foil,109038,569.8026400174782,Chemetch,Single,Advanced Nano,FG,4.0,Green,338.0,231.8026400174782
Nova Biomedical,8067,23 x 23 VectorGuard Foil,109038,573.6929799214904,Chemetch,Single,Advanced Nano,FG,4.0,Green,338.0,235.6929799214904
CircuitHub,51519,23 x 23 VectorGuard Foil,447373,192.0,Chemetch,Single,Nano Wipe,FG,4.0,Blue,215.0,-23.0
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447373,309.1569319064983,Chemetch,Single,Nano Wipe,FG,4.0,Blue,215.0,94.1569319064983
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447373,306.52394332516275,Chemetch,Single,Nano Wipe,FG,4.0,Blue,215.0,91.52394332516275
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447373,306.21270998983664,Chemetch,Single,Nano Wipe,FG,4.0,Blue,215.0,91.21270998983664
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447373,315.58378669217416,Chemetch,Single,Nano Wipe,FG,4.0,Blue,215.0,100.58378669217416
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447373,320.0841752854664,Chemetch,Single,Nano Wipe,FG,4.0,Blue,215.0,105.08417528546642
Enercon Technologies(U),11708,23 x 23 VectorGuard Foil,447373,440.0,Chemetch,Single,Nano Wipe,FG,4.0,Blue,215.0,225.0
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447373,308.3599049988373,Chemetch,Single,Nano Wipe,FG,4.0,Blue,215.0,93.3599049988373
Worthington Assembly (MA),17173,23 x 23 VectorGuard Foil,447373,392.0,Chemetch,Single,Nano Wipe,FG,4.0,Blue,215.0,177.0
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447373,297.62404065034934,Chemetch,Single,Nano Wipe,FG,4.0,Blue,215.0,82.62404065034934
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447373,297.1248475964284,Chemetch,Single,Nano Wipe,FG,4.0,Blue,215.0,82.12484759642842
CircuitHub,51519,23 x 23 VectorGuard Foil,447373,410.0,Chemetch,Single,Nano Wipe,FG,4.0,Blue,215.0,195.0
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447373,293.1398730028967,Chemetch,Single,Nano Wipe,FG,4.0,Blue,215.0,78.1398730028967
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447373,294.0032841648286,Chemetch,Single,Nano Wipe,FG,4.0,Blue,215.0,79.00328416482859
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447373,294.6096001916939,Chemetch,Single,Nano Wipe,FG,4.0,Blue,215.0,79.60960019169391
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447373,294.9738182997049,Chemetch,Single,Nano Wipe,FG,4.0,Blue,215.0,79.97381829970487
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447535,621.1448556226457,Chemetch,Double,Advanced Nano,FG,4.0,Green,338.0,283.14485562264565
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,455205,410.96260536856556,Chemetch,Double,Nano Wipe,FG,4.0,Blue,215.0,195.96260536856556
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,455205,384.07964452087157,Chemetch,Double,Nano Wipe,FG,4.0,Blue,215.0,169.07964452087157
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447197,506.5254528606442,Chemetch,Single,Advanced Nano,FG,4.7,Blue,338.0,168.52545286064418
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447197,501.69927362946106,Chemetch,Single,Advanced Nano,FG,4.7,Blue,338.0,163.69927362946106
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447197,502.3547258922697,Chemetch,Single,Advanced Nano,FG,4.7,Blue,338.0,164.3547258922697
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447197,498.53918813893677,Chemetch,Single,Advanced Nano,FG,4.7,Blue,338.0,160.53918813893677
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447197,498.31215998086896,Chemetch,Single,Advanced Nano,FG,4.7,Blue,338.0,160.31215998086896
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447197,497.54319363902647,Chemetch,Single,Advanced Nano,FG,4.7,Blue,338.0,159.54319363902647
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447197,492.72433789681327,Chemetch,Single,Advanced Nano,FG,4.7,Blue,338.0,154.72433789681327
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447197,496.9353440545224,Chemetch,Single,Advanced Nano,FG,4.7,Blue,338.0,158.93534405452237
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447197,509.36696658097657,Chemetch,Single,Advanced Nano,FG,4.7,Blue,338.0,171.36696658097657
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447197,512.307347402403,Chemetch,Single,Advanced Nano,FG,4.7,Blue,338.0,174.30734740240302
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447197,511.17953010103395,Chemetch,Single,Advanced Nano,FG,4.7,Blue,338.0,173.17953010103395
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447197,514.1418813893702,Chemetch,Single,Advanced Nano,FG,4.7,Blue,338.0,176.14188138937016
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447197,517.6058916721465,Chemetch,Single,Advanced Nano,FG,4.7,Blue,338.0,179.60589167214653
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447197,497.0274784520733,Chemetch,Single,Advanced Nano,FG,4.7,Blue,338.0,159.0274784520733
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447197,506.68982966037817,Chemetch,Single,Advanced Nano,FG,4.7,Blue,338.0,168.68982966037817
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447197,492.99056331179156,Chemetch,Single,Advanced Nano,FG,4.7,Blue,338.0,154.99056331179156
CircuitHub,51519,23 x 23 VectorGuard Foil,447197,555.0,Chemetch,Single,Advanced Nano,FG,4.7,Blue,338.0,217.0
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447197,478.7007815748489,Chemetch,Single,Advanced Nano,FG,4.7,Blue,338.0,140.70078157484892
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447197,476.7185837215369,Chemetch,Single,Advanced Nano,FG,4.7,Blue,338.0,138.7185837215369
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447197,472.3639643957069,Chemetch,Single,Advanced Nano,FG,4.7,Blue,338.0,134.3639643957069
CircuitHub,51519,23 x 23 VectorGuard Foil,447196,555.0,Chemetch,Single,Advanced Nano,FG,4.7,Green,338.0,217.0
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,455317,309.29778202905464,Chemetch,Single,Nano Wipe,FG,4.7,Blue,215.0,94.29778202905464
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,455317,313.11436599509756,Chemetch,Single,Nano Wipe,FG,4.7,Blue,215.0,98.11436599509756
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,455317,304.3363661350456,Chemetch,Single,Nano Wipe,FG,4.7,Blue,215.0,89.33636613504558
Worthington Assembly (MA) (C),35676,23 x 23 VectorGuard Foil,455317,404.7669722960261,Chemetch,Single,Nano Wipe,FG,4.7,Blue,215.0,189.7669722960261
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,455317,296.70921046140415,Chemetch,Single,Nano Wipe,FG,4.7,Blue,215.0,81.70921046140415
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,455317,296.6149422452131,Chemetch,Single,Nano Wipe,FG,4.7,Blue,215.0,81.61494224521311
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,455317,297.1248475964284,Chemetch,Single,Nano Wipe,FG,4.7,Blue,215.0,82.12484759642842
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,455317,299.53725694713637,Chemetch,Single,Nano Wipe,FG,4.7,Blue,215.0,84.53725694713637
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,455317,293.1398730028967,Chemetch,Single,Nano Wipe,FG,4.7,Blue,215.0,78.1398730028967
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,455317,291.96580521942604,Chemetch,Single,Nano Wipe,FG,4.7,Blue,215.0,76.96580521942604
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,455317,292.74994538137906,Chemetch,Single,Nano Wipe,FG,4.7,Blue,215.0,77.74994538137906
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,445639,498.31215998086896,Chemetch,Single,Advanced Nano,FG,5.0,Blue,338.0,160.31215998086896
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,445639,493.163747235009,Chemetch,Single,Advanced Nano,FG,5.0,Blue,338.0,155.163747235009
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,445639,504.8154181861658,Chemetch,Single,Advanced Nano,FG,5.0,Blue,338.0,166.8154181861658
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,445639,476.18332123501534,Chemetch,Single,Advanced Nano,FG,5.0,Blue,338.0,138.18332123501534
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,100787,526.9909427871104,Chemetch,Single,Advanced Nano,FG,5.0,Green,338.0,188.99094278711038
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447366,305.77425718897575,Chemetch,Single,Nano Wipe,FG,5.0,Blue,215.0,90.77425718897575
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447366,308.67985891074295,Chemetch,Single,Nano Wipe,FG,5.0,Blue,215.0,93.67985891074295
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447366,308.6366951635079,Chemetch,Single,Nano Wipe,FG,5.0,Blue,215.0,93.63669516350791
CircuitHub,51519,23 x 23 VectorGuard Foil,447366,304.0,Chemetch,Single,Nano Wipe,FG,5.0,Blue,215.0,89.0
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447366,307.25545525198766,Chemetch,Single,Nano Wipe,FG,5.0,Blue,215.0,92.25545525198766
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447366,313.19160638488654,Chemetch,Single,Nano Wipe,FG,5.0,Blue,215.0,98.19160638488654
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447366,315.43384946493677,Chemetch,Single,Nano Wipe,FG,5.0,Blue,215.0,100.43384946493677
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447366,315.58378669217416,Chemetch,Single,Nano Wipe,FG,5.0,Blue,215.0,100.58378669217416
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447366,316.49022538410935,Chemetch,Single,Nano Wipe,FG,5.0,Blue,215.0,101.49022538410935
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447366,320.0909906139772,Chemetch,Single,Nano Wipe,FG,5.0,Blue,215.0,105.09099061397723
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447366,322.3491361272193,Chemetch,Single,Nano Wipe,FG,5.0,Blue,215.0,107.34913612721931
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447366,323.553177497459,Chemetch,Single,Nano Wipe,FG,5.0,Blue,215.0,108.55317749745899
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447366,309.30472962020696,Chemetch,Single,Nano Wipe,FG,5.0,Blue,215.0,94.30472962020696
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447366,308.3599049988373,Chemetch,Single,Nano Wipe,FG,5.0,Blue,215.0,93.3599049988373
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447366,296.12217656966885,Chemetch,Single,Nano Wipe,FG,5.0,Blue,215.0,81.12217656966885
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447366,292.4285764625459,Chemetch,Single,Nano Wipe,FG,5.0,Blue,215.0,77.42857646254589
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447366,293.52123078657877,Chemetch,Single,Nano Wipe,FG,5.0,Blue,215.0,78.52123078657877
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447366,294.0032841648286,Chemetch,Single,Nano Wipe,FG,5.0,Blue,215.0,79.00328416482859
Worthington Assembly (MA) (C),35676,23 x 23 VectorGuard Foil,447366,379.2144785155013,Chemetch,Single,Nano Wipe,FG,5.0,Blue,215.0,164.2144785155013
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,447366,294.0589881107597,Chemetch,Single,Nano Wipe,FG,5.0,Blue,215.0,79.05898811075969
CircuitHub (C),1304929,23 x 23 VectorGuard Foil,322527,309.1569319064983,Chemetch,Single,Nano Wipe,FG,6.0,Blue,215.0,94.1569319064983
CircuitHub,51519,23 x 23 VectorGuard Foil,322527,304.0,Chemetch,Single,Nano Wipe,FG,6.0,Blue,215.0,89.0
Calian Ltd. (CDN),857,23 x 23 VectorGuard Foil,455493,260.75986835150445,Chemetch,Single,None,PHD,2.0,Blue,175.0,85.75986835150445
Calian Ltd. (CDN),857,23 x 23 VectorGuard Foil,455493,278.37877837525474,Chemetch,Single,None,PHD,2.0,Blue,175.0,103.37877837525474
"LifeLens Technologies, LLC (C)",3850688,23 x 23 VectorGuard Foil,455449,575.6929517312344,Chemetch,Single,Advanced Nano,PHD,3.0,Blue,338.0,237.69295173123442
FORVIA (Hella Electronics),10020,23 x 23 VectorGuard Foil,448340,720.0,Chemetch,Single,Advanced Nano,PHD,4.0,Blue,338.0,382.0
FLIR Systems Inc,767,23 x 23 VectorGuard Foil,105346,374.10513555989394,Chemetch,Single,None,PHD,4.0,Blue,175.0,199.10513555989394
FLIR Systems Inc,767,23 x 23 VectorGuard Foil,105346,375.9301727357941,Chemetch,Single,None,PHD,4.0,Blue,175.0,200.9301727357941
FLIR Systems Inc,767,23 x 23 VectorGuard Foil,105346,377.3154419175014,Chemetch,Single,None,PHD,4.0,Blue,175.0,202.3154419175014
Elecsys Corporation,14000,23 x 23 VectorGuard Foil,105346,521.0,Chemetch,Single,None,PHD,4.0,Blue,175.0,346.0
Whelen Engineering,1538,23 x 23 VectorGuard Foil,441227,410.0,Chemetch,Single,Nano Wipe,PHD,4.0,Blue,215.0,195.0
Whelen Engineering,1538,23 x 23 VectorGuard Foil,441227,310.0,Chemetch,Single,Nano Wipe,PHD,4.0,Blue,215.0,95.0
WHELEN ENGINEERING (NH) CHARLESTOWN TRANSFORMER & WIRE,2064144,23 x 23 VectorGuard Foil,441227,385.0,Chemetch,Single,Nano Wipe,PHD,4.0,Blue,215.0,170.0
WHELEN ENGINEERING (NH) CHARLESTOWN TRANSFORMER & WIRE,2064144,23 x 23 VectorGuard Foil,441227,410.0,Chemetch,Single,Nano Wipe,PHD,4.0,Blue,215.0,195.0
Enercon Technologies(U),11708,23 x 23 VectorGuard Foil,441227,440.0,Chemetch,Single,Nano Wipe,PHD,4.0,Blue,215.0,225.0
Calian Ltd. (CDN),857,23 x 23 VectorGuard Foil,442090,348.85441847025595,Chemetch,Double,None,PHD,4.0,Blue,175.0,173.85441847025595
"MacDonald, Dettwiler and Associate",619,23 x 23 VectorGuard Foil,442918,454.56787861275774,Chemetch,Single,Advanced Nano,PHD,5.0,Blue,338.0,116.56787861275774
Whelen Engineering,1538,23 x 23 VectorGuard Foil,441224,410.0,Chemetch,Single,Nano Wipe,PHD,5.0,Blue,215.0,195.0
"MacDonald, Dettwiler and Associate",619,23 x 23 VectorGuard Foil,443477,454.56787861275774,Chemetch,Single,Advanced Nano,PHD,6.0,Blue,338.0,116.56787861275774
"MacDonald, Dettwiler and Associate",619,23 x 23 VectorGuard Foil,443477,21.14269202850036,Chemetch,Single,Advanced Nano,PHD,6.0,Blue,338.0,-316.85730797149967
"MacDonald, Dettwiler and Associate",619,23 x 23 VectorGuard Foil,443477,433.4251865842574,Chemetch,Single,Advanced Nano,PHD,6.0,Blue,338.0,95.4251865842574
"MacDonald, Dettwiler and Associate",619,23 x 23 VectorGuard Foil,443477,40.17111485415069,Chemetch,Single,Advanced Nano,PHD,6.0,Blue,338.0,-297.8288851458493
"MacDonald, Dettwiler and Associate",619,23 x 23 VectorGuard Foil,443477,0.0,Chemetch,Single,Advanced Nano,PHD,6.0,Blue,338.0,-338.0
WHELEN ENGINEERING (NH) CHARLESTOWN TRANSFORMER & WIRE,2064144,23 x 23 VectorGuard Foil,441069,410.0,Chemetch,Single,Nano Wipe,PHD,6.0,Blue,215.0,195.0
Whelen Engineering,1538,23 x 23 VectorGuard Foil,441069,410.0,Chemetch,Single,Nano Wipe,PHD,6.0,Blue,215.0,195.0
Kitchen Brains,1249,23 x 23 VectorGuard Foil,455502,510.0,Chemetch,Single,Advanced Nano,PHD,7.0,Blue,338.0,172.0
Exel Tech (TX),15494,23 x 23 VectorGuard Foil,455503,415.0,Chemetch,Single,None,PHD,7.0,Blue,175.0,240.0
Kitchen Brains,1249,23 x 23 VectorGuard Foil,456754,360.0,Chemetch,Single,None,PHD,7.0,Green,175.0,185.0
Saline Lectronics,6862,23 x 23 VectorGuard Foil,455473,460.0,Chemetch,Single,Advanced Nano,PHD,8.0,Blue,338.0,122.0
Dynamic Source Mfg. Inc.,377,29 x 29 High Tension Tube,92843,549.7099927410094,Chemetch,Single,Advanced Nano,FG,4.0,Green,338.0,211.7099927410094
Creation Technologies LP (BC),301,29 x 29 High Tension Tube,92843,662.6190157372108,Chemetch,Single,Advanced Nano,FG,4.0,Green,338.0,324.6190157372108
Creation Technologies LP (BC),301,29 x 29 High Tension Tube,92844,942.4996936091344,Chemetch,Triple,Advanced Nano,FG,4.0,Green,338.0,604.4996936091344
Creation Technologies LP (BC),301,29 x 29 High Tension Tube,92844,0.0,Chemetch,Triple,Advanced Nano,FG,4.0,Green,338.0,-338.0
Dynamic Source Mfg. Inc.,377,29 x 29 High Tension Tube,93093,549.7099927410094,Chemetch,Single,Advanced Nano,FG,5.0,Silver,338.0,211.7099927410094
Creation Technologies LP (BC),301,29 x 29 High Tension Tube,93104,816.0040652836726,Chemetch,Triple,Advanced Nano,FG,5.0,Green,338.0,478.0040652836726
Creation Technologies LP (BC),301,29 x 29 High Tension Tube,93104,775.3987159338379,Chemetch,Triple,Advanced Nano,FG,5.0,Green,338.0,437.39871593383793
Empire Electronics (MI),20816,29 x 29 High Tension Tube,93094,765.0,Chemetch,Triple,Advanced Nano,FG,5.0,Silver,338.0,427.0
Empire Electronics (MI),20816,29 x 29 High Tension Tube,93090,815.0,Chemetch,Quad,Advanced Nano,FG,5.0,Silver,163.0,652.0
Vicor,1529,29 x 29 High Tension Tube,75463,676.0,Chemetch,Single,Advanced Nano,PHD,7.0,Silver,338.0,338.0
Vicor,1529,29 x 29 SpaceSaver,92543,570.0,Chemetch,Single,Advanced Nano,FG,3.0,Silver,338.0,232.0
Vicor,1529,29 x 29 SpaceSaver,92543,580.0,Chemetch,Single,Advanced Nano,FG,3.0,Silver,338.0,242.0
"Kimball Electronics Jasper, Inc. ( IN)",1327,29 x 29 SpaceSaver,92543,570.0,Chemetch,Single,Advanced Nano,FG,3.0,Silver,338.0,232.0
"Kimball Electronics Jasper, Inc. ( IN)",1327,29 x 29 SpaceSaver,92543,600.0,Chemetch,Single,Advanced Nano,FG,3.0,Silver,338.0,262.0
Grote Electronics,489,29 x 29 SpaceSaver,92543,515.1769290944587,Chemetch,Single,Advanced Nano,FG,3.0,Silver,338.0,177.17692909445873
Vicor,1529,29 x 29 SpaceSaver,92543,600.0,Chemetch,Single,Advanced Nano,FG,3.0,Silver,338.0,262.0
BAE Systems Inc.,1144,29 x 29 SpaceSaver,92543,585.0,Chemetch,Single,Advanced Nano,FG,3.0,Silver,338.0,247.0
CircuitHub (C),1304929,29 x 29 SpaceSaver,92542,604.3594469071769,Chemetch,Single,Advanced Nano,FG,3.0,Silver,338.0,266.3594469071769
"AQS (ALL QUALITY AND SERVICES, INC) TX",50339,29 x 29 SpaceSaver,455694,721.0,Chemetch,Single,Nano Slic,FG,3.0,Silver,338.0,383.0
NeoTech Fremont (AKA Oncore),1410655,29 x 29 SpaceSaver,90982,400.0,Chemetch,Single,None,FG,3.0,Silver,175.0,225.0
Vicor,1529,29 x 29 SpaceSaver,92673,580.0,Chemetch,Single,Advanced Nano,FG,3.5,Silver,338.0,242.0
Vicor,1529,29 x 29 SpaceSaver,92673,600.0,Chemetch,Single,Advanced Nano,FG,3.5,Silver,338.0,262.0
Grote Electronics,489,29 x 29 SpaceSaver,92673,515.1769290944587,Chemetch,Single,Advanced Nano,FG,3.5,Silver,338.0,177.17692909445873
Vicor,1529,29 x 29 SpaceSaver,92803,570.0,Chemetch,Single,Advanced Nano,FG,4.0,Silver,338.0,232.0
Kontron Canada Systems Inc.,876,29 x 29 SpaceSaver,92803,321.3367609254497,Chemetch,Single,Advanced Nano,FG,4.0,Silver,338.0,-16.66323907455029
Vicor,1529,29 x 29 SpaceSaver,92803,580.0,Chemetch,Single,Advanced Nano,FG,4.0,Silver,338.0,242.0
BAE Systems Inc.,1144,29 x 29 SpaceSaver,92803,585.0,Chemetch,Single,Advanced Nano,FG,4.0,Silver,338.0,247.0
TTM Technologies (Syracuse),1130,29 x 29 SpaceSaver,92803,648.0,Chemetch,Single,Advanced Nano,FG,4.0,Silver,338.0,310.0
"Fabrinet West, Inc",41823,29 x 29 SpaceSaver,92803,580.0,Chemetch,Single,Advanced Nano,FG,4.0,Silver,338.0,242.0
BAE Systems Inc.,1144,29 x 29 SpaceSaver,92803,0.0,Chemetch,Single,Advanced Nano,FG,4.0,Silver,338.0,-338.0
"Kimball Electronics Jasper, Inc. ( IN)",1327,29 x 29 SpaceSaver,92803,600.0,Chemetch,Single,Advanced Nano,FG,4.0,Silver,338.0,262.0
Dynamic Source Mfg. Inc.,377,29 x 29 SpaceSaver,92803,479.2343526460082,Chemetch,Single,Advanced Nano,FG,4.0,Silver,338.0,141.23435264600818
Grote Electronics,489,29 x 29 SpaceSaver,92803,515.1769290944587,Chemetch,Single,Advanced Nano,FG,4.0,Silver,338.0,177.17692909445873
Celestica International LP,1560,29 x 29 SpaceSaver,92803,426.37762257475725,Chemetch,Single,Advanced Nano,FG,4.0,Silver,338.0,88.37762257475725
Celestica International LP,1560,29 x 29 SpaceSaver,92803,0.0,Chemetch,Single,Advanced Nano,FG,4.0,Silver,338.0,-338.0
Vicor,1529,29 x 29 SpaceSaver,92803,600.0,Chemetch,Single,Advanced Nano,FG,4.0,Silver,338.0,262.0
Harris Corporation - RF,3864588,29 x 29 SpaceSaver,455700,720.0,Chemetch,Single,Nano Slic,FG,4.0,Green,338.0,382.0
Megaforce Corporation,12187,29 x 29 SpaceSaver,91243,550.0,Chemetch,Single,None,FG,4.0,Silver,175.0,375.0
Dynamic Source Mfg. Inc.,377,29 x 29 SpaceSaver,91243,373.6473964249415,Chemetch,Single,None,FG,4.0,Silver,175.0,198.64739642494152
"Pactron, Inc",24181,29 x 29 SpaceSaver,91243,380.0,Chemetch,Single,None,FG,4.0,Silver,175.0,205.0
"Kimball Electronics Jasper, Inc. ( IN)",1327,29 x 29 SpaceSaver,91243,405.0,Chemetch,Single,None,FG,4.0,Silver,175.0,230.0
Dynamic Source Mfg. Inc.,377,29 x 29 SpaceSaver,91243,359.42576448450615,Chemetch,Single,None,FG,4.0,Silver,175.0,184.42576448450615
Kontron Canada Systems Inc.,876,29 x 29 SpaceSaver,92802,0.0,Chemetch,Single,Advanced Nano,FG,4.0,Silver,338.0,-338.0
"Rocket EMS, Inc. (Santa Clara)",23451,29 x 29 SpaceSaver,92802,550.0,Chemetch,Single,Advanced Nano,FG,4.0,Silver,338.0,212.0
Megaforce Corporation,12187,29 x 29 SpaceSaver,92802,1004.64,Chemetch,Single,Advanced Nano,FG,4.0,Silver,338.0,666.64
Megaforce Corporation,12187,29 x 29 SpaceSaver,92802,580.0,Chemetch,Single,Advanced Nano,FG,4.0,Silver,338.0,242.0
Sanmina-SCI Quickturn,1410652,29 x 29 SpaceSaver,92802,580.0,Chemetch,Single,Advanced Nano,FG,4.0,Silver,338.0,242.0
Megaforce Corporation,12187,29 x 29 SpaceSaver,92802,1141.48,Chemetch,Single,Advanced Nano,FG,4.0,Silver,338.0,803.48
Sanmina-SCI Quickturn,1410652,29 x 29 SpaceSaver,92802,825.0,Chemetch,Single,Advanced Nano,FG,4.0,Silver,338.0,487.0
Unigen Corporation,23924,29 x 29 SpaceSaver,92802,540.0,Chemetch,Single,Advanced Nano,FG,4.0,Silver,338.0,202.0
Sanmina-SCI Quickturn,1410652,29 x 29 SpaceSaver,92802,705.0,Chemetch,Single,Advanced Nano,FG,4.0,Silver,338.0,367.0
Megaforce Corporation,12187,29 x 29 SpaceSaver,92802,1254.48,Chemetch,Single,Advanced Nano,FG,4.0,Silver,338.0,916.48
Megaforce Corporation,12187,29 x 29 SpaceSaver,92802,994.34,Chemetch,Single,Advanced Nano,FG,4.0,Silver,338.0,656.34
Megaforce Corporation,12187,29 x 29 SpaceSaver,92802,754.0,Chemetch,Single,Advanced Nano,FG,4.0,Silver,338.0,416.0
SpaceX (WA),1420865,29 x 29 SpaceSaver,92802,570.0,Chemetch,Single,Advanced Nano,FG,4.0,Silver,338.0,232.0
SpaceX (WA),1420865,29 x 29 SpaceSaver,92802,959.5,Chemetch,Single,Advanced Nano,FG,4.0,Silver,338.0,621.5
Unigen Corporation,23924,29 x 29 SpaceSaver,92802,567.08,Chemetch,Single,Advanced Nano,FG,4.0,Silver,338.0,229.08000000000004
RW Technologies,20612,29 x 29 SpaceSaver,105182,370.0,Chemetch,Single,None,FG,4.0,Green,175.0,195.0
Sanmina Corporation TX,8327,29 x 29 SpaceSaver,455705,780.0,Chemetch,Single,Nano Slic,FG,4.0,Green,338.0,442.0
Newonics,43870,29 x 29 SpaceSaver,91242,415.0,Chemetch,Single,None,FG,4.0,Silver,175.0,240.0
